date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:33:51	16241/16241	---M-Z	200	added ('OK')	text/html	etag:%223f71-59b2765fe1484-gzip%22	https://themesbrand.com/agroxa/blue-2/ui-typography.html	C:/xampp/htdocs/templates/templates1/e-vote/themesbrand.com/agroxa/blue-2/ui-typography.html	(from https://themesbrand.com/agroxa/blue-2/pages-title-2.html)
10:33:52	12469/12469	---M-Z	200	added ('OK')	text/html	etag:%2230b5-59b2765fe2424-gzip%22	https://themesbrand.com/agroxa/blue-2/ui-video.html	C:/xampp/htdocs/templates/templates1/e-vote/themesbrand.com/agroxa/blue-2/ui-video.html	(from https://themesbrand.com/agroxa/blue-2/pages-title-2.html)
10:33:52	14568/14568	---M-Z	200	added ('OK')	text/html	etag:%2238e8-59b2765fd5903-gzip%22	https://themesbrand.com/agroxa/blue-2/components-lightbox.html	C:/xampp/htdocs/templates/templates1/e-vote/themesbrand.com/agroxa/blue-2/components-lightbox.html	(from https://themesbrand.com/agroxa/blue-2/pages-title-2.html)
10:33:53	12375/12375	---M-Z	200	added ('OK')	text/html	etag:%223057-59b2765fd5903-gzip%22	https://themesbrand.com/agroxa/blue-2/components-session-timeout.html	C:/xampp/htdocs/templates/templates1/e-vote/themesbrand.com/agroxa/blue-2/components-session-timeout.html	(from https://themesbrand.com/agroxa/blue-2/pages-title-2.html)
10:33:53	13857/13857	---M-Z	200	added ('OK')	text/html	etag:%223621-59b2765fd5903-gzip%22	https://themesbrand.com/agroxa/blue-2/components-sweet-alert.html	C:/xampp/htdocs/templates/templates1/e-vote/themesbrand.com/agroxa/blue-2/components-sweet-alert.html	(from https://themesbrand.com/agroxa/blue-2/pages-title-2.html)
10:33:53	13044/13044	---M-Z	200	added ('OK')	text/html	etag:%2232f4-59b2765fd5903-gzip%22	https://themesbrand.com/agroxa/blue-2/components-rangeslider.html	C:/xampp/htdocs/templates/templates1/e-vote/themesbrand.com/agroxa/blue-2/components-rangeslider.html	(from https://themesbrand.com/agroxa/blue-2/pages-title-2.html)
10:33:53	11124/11124	---M-Z	200	added ('OK')	text/html	etag:%222b74-59b2765fd39c2-gzip%22	https://themesbrand.com/agroxa/blue-2/calendar.html	C:/xampp/htdocs/templates/templates1/e-vote/themesbrand.com/agroxa/blue-2/calendar.html	(from https://themesbrand.com/agroxa/blue-2/pages-title-2.html)
10:33:54	15959/15959	---M-Z	200	added ('OK')	text/html	etag:%223e57-59b2765fde5a3-gzip%22	https://themesbrand.com/agroxa/blue-2/tables-basic.html	C:/xampp/htdocs/templates/templates1/e-vote/themesbrand.com/agroxa/blue-2/tables-basic.html	(from https://themesbrand.com/agroxa/blue-2/pages-title-2.html)
10:33:54	27296/27296	---M-Z	200	added ('OK')	text/html	etag:%226aa0-59b2765fde5a3-gzip%22	https://themesbrand.com/agroxa/blue-2/tables-datatable.html	C:/xampp/htdocs/templates/templates1/e-vote/themesbrand.com/agroxa/blue-2/tables-datatable.html	(from https://themesbrand.com/agroxa/blue-2/pages-title-2.html)
10:33:54	19122/19122	---M-Z	200	added ('OK')	text/html	etag:%224ab2-59b2765fdf544-gzip%22	https://themesbrand.com/agroxa/blue-2/tables-responsive.html	C:/xampp/htdocs/templates/templates1/e-vote/themesbrand.com/agroxa/blue-2/tables-responsive.html	(from https://themesbrand.com/agroxa/blue-2/pages-title-2.html)
10:33:54	11761/11761	---M-Z	200	added ('OK')	text/html	etag:%222df1-59b2765fdf544-gzip%22	https://themesbrand.com/agroxa/blue-2/tables-editable.html	C:/xampp/htdocs/templates/templates1/e-vote/themesbrand.com/agroxa/blue-2/tables-editable.html	(from https://themesbrand.com/agroxa/blue-2/pages-title-2.html)
10:33:54	256376/256376	---M-Z	200	added ('OK')	text/html	etag:%223e978-59b2765fdc663-gzip%22	https://themesbrand.com/agroxa/blue-2/icons-material.html	C:/xampp/htdocs/templates/templates1/e-vote/themesbrand.com/agroxa/blue-2/icons-material.html	(from https://themesbrand.com/agroxa/blue-2/pages-title-2.html)
10:33:55	62791/62791	---M-Z	200	added ('OK')	text/html	etag:%22f547-59b2765fd87e3-gzip%22	https://themesbrand.com/agroxa/blue-2/icons-ion.html	C:/xampp/htdocs/templates/templates1/e-vote/themesbrand.com/agroxa/blue-2/icons-ion.html	(from https://themesbrand.com/agroxa/blue-2/pages-title-2.html)
10:33:55	106513/106513	---M-Z	200	added ('OK')	text/html	etag:%221a011-59b2765fd87e3-gzip%22	https://themesbrand.com/agroxa/blue-2/icons-fontawesome.html	C:/xampp/htdocs/templates/templates1/e-vote/themesbrand.com/agroxa/blue-2/icons-fontawesome.html	(from https://themesbrand.com/agroxa/blue-2/pages-title-2.html)
10:33:55	39590/39590	---M-Z	200	added ('OK')	text/html	etag:%229aa6-59b2765fdd603-gzip%22	https://themesbrand.com/agroxa/blue-2/icons-themify.html	C:/xampp/htdocs/templates/templates1/e-vote/themesbrand.com/agroxa/blue-2/icons-themify.html	(from https://themesbrand.com/agroxa/blue-2/pages-title-2.html)
10:33:55	28997/28997	---M-Z	200	added ('OK')	text/html	etag:%227145-59b2765fd87e3-gzip%22	https://themesbrand.com/agroxa/blue-2/icons-dripicons.html	C:/xampp/htdocs/templates/templates1/e-vote/themesbrand.com/agroxa/blue-2/icons-dripicons.html	(from https://themesbrand.com/agroxa/blue-2/pages-title-2.html)
10:33:56	38161/38161	---M-Z	200	added ('OK')	text/html	etag:%229511-59b2765fdd603-gzip%22	https://themesbrand.com/agroxa/blue-2/icons-typicons.html	C:/xampp/htdocs/templates/templates1/e-vote/themesbrand.com/agroxa/blue-2/icons-typicons.html	(from https://themesbrand.com/agroxa/blue-2/pages-title-2.html)
10:33:56	12011/12011	---M-Z	200	added ('OK')	text/html	etag:%222eeb-59b2765fdd603-gzip%22	https://themesbrand.com/agroxa/blue-2/maps-google.html	C:/xampp/htdocs/templates/templates1/e-vote/themesbrand.com/agroxa/blue-2/maps-google.html	(from https://themesbrand.com/agroxa/blue-2/pages-title-2.html)
10:33:56	12387/12387	---M-Z	200	added ('OK')	text/html	etag:%223063-59b2765fdd603-gzip%22	https://themesbrand.com/agroxa/blue-2/maps-vector.html	C:/xampp/htdocs/templates/templates1/e-vote/themesbrand.com/agroxa/blue-2/maps-vector.html	(from https://themesbrand.com/agroxa/blue-2/pages-title-2.html)
10:33:56	15158/15158	---M-Z	200	added ('OK')	text/html	etag:%223b36-59b2765fd7843-gzip%22	https://themesbrand.com/agroxa/blue-2/form-elements.html	C:/xampp/htdocs/templates/templates1/e-vote/themesbrand.com/agroxa/blue-2/form-elements.html	(from https://themesbrand.com/agroxa/blue-2/pages-title-2.html)
10:33:56	14659/14659	---M-Z	200	added ('OK')	text/html	etag:%223943-59b2765fd7843-gzip%22	https://themesbrand.com/agroxa/blue-2/form-validation.html	C:/xampp/htdocs/templates/templates1/e-vote/themesbrand.com/agroxa/blue-2/form-validation.html	(from https://themesbrand.com/agroxa/blue-2/pages-title-2.html)
10:33:57	25044/25044	---M-Z	200	added ('OK')	text/html	etag:%2261d4-59b2765fd7843-gzip%22	https://themesbrand.com/agroxa/blue-2/form-advanced.html	C:/xampp/htdocs/templates/templates1/e-vote/themesbrand.com/agroxa/blue-2/form-advanced.html	(from https://themesbrand.com/agroxa/blue-2/pages-title-2.html)
10:33:57	12803/12803	---M-Z	200	added ('OK')	text/html	etag:%223203-59b2765fd7843-gzip%22	https://themesbrand.com/agroxa/blue-2/form-editors.html	C:/xampp/htdocs/templates/templates1/e-vote/themesbrand.com/agroxa/blue-2/form-editors.html	(from https://themesbrand.com/agroxa/blue-2/pages-title-2.html)
10:33:57	11447/11447	---M-Z	200	added ('OK')	text/html	etag:%222cb7-59b2765fd7843-gzip%22	https://themesbrand.com/agroxa/blue-2/form-uploads.html	C:/xampp/htdocs/templates/templates1/e-vote/themesbrand.com/agroxa/blue-2/form-uploads.html	(from https://themesbrand.com/agroxa/blue-2/pages-title-2.html)
10:33:57	12745/12745	---M-Z	200	added ('OK')	text/html	etag:%2231c9-59b2765fd7843-gzip%22	https://themesbrand.com/agroxa/blue-2/form-xeditable.html	C:/xampp/htdocs/templates/templates1/e-vote/themesbrand.com/agroxa/blue-2/form-xeditable.html	(from https://themesbrand.com/agroxa/blue-2/pages-title-2.html)
10:33:58	15835/15835	---M-Z	200	added ('OK')	text/html	etag:%223ddb-59b2765fd39c2-gzip%22	https://themesbrand.com/agroxa/blue-2/charts-chartist.html	C:/xampp/htdocs/templates/templates1/e-vote/themesbrand.com/agroxa/blue-2/charts-chartist.html	(from https://themesbrand.com/agroxa/blue-2/pages-title-2.html)
10:33:58	14184/14184	---M-Z	200	added ('OK')	text/html	etag:%223768-59b2765fd5903-gzip%22	https://themesbrand.com/agroxa/blue-2/charts-chartjs.html	C:/xampp/htdocs/templates/templates1/e-vote/themesbrand.com/agroxa/blue-2/charts-chartjs.html	(from https://themesbrand.com/agroxa/blue-2/pages-title-2.html)
10:33:58	13767/13767	---M-Z	200	added ('OK')	text/html	etag:%2235c7-59b2765fd5903-gzip%22	https://themesbrand.com/agroxa/blue-2/charts-flot.html	C:/xampp/htdocs/templates/templates1/e-vote/themesbrand.com/agroxa/blue-2/charts-flot.html	(from https://themesbrand.com/agroxa/blue-2/pages-title-2.html)
10:33:59	13875/13875	---M-Z	200	added ('OK')	text/html	etag:%223633-59b2765fd5903-gzip%22	https://themesbrand.com/agroxa/blue-2/charts-morris.html	C:/xampp/htdocs/templates/templates1/e-vote/themesbrand.com/agroxa/blue-2/charts-morris.html	(from https://themesbrand.com/agroxa/blue-2/pages-title-2.html)
10:33:59	14245/14245	---M-Z	200	added ('OK')	text/html	etag:%2237a5-59b2765fd39c2-gzip%22	https://themesbrand.com/agroxa/blue-2/charts-c3.html	C:/xampp/htdocs/templates/templates1/e-vote/themesbrand.com/agroxa/blue-2/charts-c3.html	(from https://themesbrand.com/agroxa/blue-2/pages-title-2.html)
10:33:59	13015/13015	---M-Z	200	added ('OK')	text/html	etag:%2232d7-59b2765fd5903-gzip%22	https://themesbrand.com/agroxa/blue-2/charts-other.html	C:/xampp/htdocs/templates/templates1/e-vote/themesbrand.com/agroxa/blue-2/charts-other.html	(from https://themesbrand.com/agroxa/blue-2/pages-title-2.html)
10:33:59	2710/2710	---M-Z	200	added ('OK')	text/html	etag:%22a96-59b2765fde5a3-gzip%22	https://themesbrand.com/agroxa/blue-2/pages-login.html	C:/xampp/htdocs/templates/templates1/e-vote/themesbrand.com/agroxa/blue-2/pages-login.html	(from https://themesbrand.com/agroxa/blue-2/pages-title-2.html)
10:33:59	2644/2644	---M-Z	200	added ('OK')	text/html	etag:%22a54-59b2765fde5a3-gzip%22	https://themesbrand.com/agroxa/blue-2/pages-register.html	C:/xampp/htdocs/templates/templates1/e-vote/themesbrand.com/agroxa/blue-2/pages-register.html	(from https://themesbrand.com/agroxa/blue-2/pages-title-2.html)
10:34:00	2146/2146	---M-Z	200	added ('OK')	text/html	etag:%22862-59b2765fde5a3-gzip%22	https://themesbrand.com/agroxa/blue-2/pages-recoverpw.html	C:/xampp/htdocs/templates/templates1/e-vote/themesbrand.com/agroxa/blue-2/pages-recoverpw.html	(from https://themesbrand.com/agroxa/blue-2/pages-title-2.html)
10:34:00	2305/2305	---M-Z	200	added ('OK')	text/html	etag:%22901-59b2765fde5a3-gzip%22	https://themesbrand.com/agroxa/blue-2/pages-lock-screen.html	C:/xampp/htdocs/templates/templates1/e-vote/themesbrand.com/agroxa/blue-2/pages-lock-screen.html	(from https://themesbrand.com/agroxa/blue-2/pages-title-2.html)
10:34:00	14829/14829	---M-Z	200	added ('OK')	text/html	etag:%2239ed-59b2765fde5a3-gzip%22	https://themesbrand.com/agroxa/blue-2/pages-timeline.html	C:/xampp/htdocs/templates/templates1/e-vote/themesbrand.com/agroxa/blue-2/pages-timeline.html	(from https://themesbrand.com/agroxa/blue-2/pages-title-2.html)
10:34:00	20973/20973	---M-Z	200	added ('OK')	text/html	etag:%2251ed-59b2765fde5a3-gzip%22	https://themesbrand.com/agroxa/blue-2/pages-directory.html	C:/xampp/htdocs/templates/templates1/e-vote/themesbrand.com/agroxa/blue-2/pages-directory.html	(from https://themesbrand.com/agroxa/blue-2/pages-title-2.html)
10:34:01	13281/13281	---M-Z	200	added ('OK')	text/html	etag:%2233e1-59b2765fde5a3-gzip%22	https://themesbrand.com/agroxa/blue-2/pages-invoice.html	C:/xampp/htdocs/templates/templates1/e-vote/themesbrand.com/agroxa/blue-2/pages-invoice.html	(from https://themesbrand.com/agroxa/blue-2/pages-title-2.html)
10:34:01	10831/10831	---M-Z	200	added ('OK')	text/html	etag:%222a4f-59b2765fdd603-gzip%22	https://themesbrand.com/agroxa/blue-2/pages-blank.html	C:/xampp/htdocs/templates/templates1/e-vote/themesbrand.com/agroxa/blue-2/pages-blank.html	(from https://themesbrand.com/agroxa/blue-2/pages-title-2.html)
10:34:01	1555/1555	---M-Z	200	added ('OK')	text/html	etag:%22613-59b2765fdd603-gzip%22	https://themesbrand.com/agroxa/blue-2/pages-404.html	C:/xampp/htdocs/templates/templates1/e-vote/themesbrand.com/agroxa/blue-2/pages-404.html	(from https://themesbrand.com/agroxa/blue-2/pages-title-2.html)
10:34:01	1652/1652	---M-Z	200	added ('OK')	text/html	etag:%22674-59b2765fdd603-gzip%22	https://themesbrand.com/agroxa/blue-2/pages-500.html	C:/xampp/htdocs/templates/templates1/e-vote/themesbrand.com/agroxa/blue-2/pages-500.html	(from https://themesbrand.com/agroxa/blue-2/pages-title-2.html)
10:34:01	24634/24634	---M-Z	200	added ('OK')	text/html	etag:%22603a-59b2765fd5903-gzip%22	https://themesbrand.com/agroxa/blue-2/email-inbox.html	C:/xampp/htdocs/templates/templates1/e-vote/themesbrand.com/agroxa/blue-2/email-inbox.html	(from https://themesbrand.com/agroxa/blue-2/pages-title-2.html)
10:34:02	16295/16295	---M-Z	200	added ('OK')	text/html	etag:%223fa7-59b2765fd7843-gzip%22	https://themesbrand.com/agroxa/blue-2/email-read.html	C:/xampp/htdocs/templates/templates1/e-vote/themesbrand.com/agroxa/blue-2/email-read.html	(from https://themesbrand.com/agroxa/blue-2/pages-title-2.html)
10:34:02	14523/14523	---M-Z	200	added ('OK')	text/html	etag:%2238bb-59b2765fd5903-gzip%22	https://themesbrand.com/agroxa/blue-2/email-compose.html	C:/xampp/htdocs/templates/templates1/e-vote/themesbrand.com/agroxa/blue-2/email-compose.html	(from https://themesbrand.com/agroxa/blue-2/pages-title-2.html)
10:34:02	6109/6109	---M--	200	added ('OK')	image/jpeg	etag:%2217dd-59b2765fcbcc2%22	https://themesbrand.com/agroxa/blue-2/assets/images/users/user-1.jpg	C:/xampp/htdocs/templates/templates1/e-vote/themesbrand.com/agroxa/blue-2/assets/images/users/user-1.jpg	(from https://themesbrand.com/agroxa/blue-2/pages-title-2.html)
10:34:02	8250/8250	---M--	200	added ('OK')	image/jpeg	etag:%22203a-59b2765fcbcc2%22	https://themesbrand.com/agroxa/blue-2/assets/images/users/user-2.jpg	C:/xampp/htdocs/templates/templates1/e-vote/themesbrand.com/agroxa/blue-2/assets/images/users/user-2.jpg	(from https://themesbrand.com/agroxa/blue-2/pages-title-2.html)
10:34:02	5337/5337	---M--	200	added ('OK')	image/jpeg	etag:%2214d9-59b2765fcbcc2%22	https://themesbrand.com/agroxa/blue-2/assets/images/users/user-3.jpg	C:/xampp/htdocs/templates/templates1/e-vote/themesbrand.com/agroxa/blue-2/assets/images/users/user-3.jpg	(from https://themesbrand.com/agroxa/blue-2/pages-title-2.html)
10:34:03	6257/6257	---M--	200	added ('OK')	image/jpeg	etag:%221871-59b2765fcbcc2%22	https://themesbrand.com/agroxa/blue-2/assets/images/users/user-5.jpg	C:/xampp/htdocs/templates/templates1/e-vote/themesbrand.com/agroxa/blue-2/assets/images/users/user-5.jpg	(from https://themesbrand.com/agroxa/blue-2/pages-title-2.html)
10:34:03	7114/7114	---M--	200	added ('OK')	image/jpeg	etag:%221bca-59b2765fcdc02%22	https://themesbrand.com/agroxa/blue-2/assets/images/users/user-6.jpg	C:/xampp/htdocs/templates/templates1/e-vote/themesbrand.com/agroxa/blue-2/assets/images/users/user-6.jpg	(from https://themesbrand.com/agroxa/blue-2/pages-title-2.html)
10:34:03	6649/6649	---M--	200	added ('OK')	image/jpeg	etag:%2219f9-59b2765fcdc02%22	https://themesbrand.com/agroxa/blue-2/assets/images/users/user-7.jpg	C:/xampp/htdocs/templates/templates1/e-vote/themesbrand.com/agroxa/blue-2/assets/images/users/user-7.jpg	(from https://themesbrand.com/agroxa/blue-2/pages-title-2.html)
10:34:03	6265/6265	---M--	200	added ('OK')	image/jpeg	etag:%221879-59b2765fcdc02%22	https://themesbrand.com/agroxa/blue-2/assets/images/users/user-8.jpg	C:/xampp/htdocs/templates/templates1/e-vote/themesbrand.com/agroxa/blue-2/assets/images/users/user-8.jpg	(from https://themesbrand.com/agroxa/blue-2/pages-title-2.html)
10:34:04	86926/86926	---M-Z	200	added ('OK')	application/javascript	etag:%221538e-59b2765fcdc02-gzip%22	https://themesbrand.com/agroxa/blue-2/assets/js/jquery.min.js	C:/xampp/htdocs/templates/templates1/e-vote/themesbrand.com/agroxa/blue-2/assets/js/jquery.min.js	(from https://themesbrand.com/agroxa/blue-2/pages-title-2.html)
10:34:04	70966/70966	---M-Z	200	added ('OK')	application/javascript	etag:%2211536-59b2765fcdc02-gzip%22	https://themesbrand.com/agroxa/blue-2/assets/js/bootstrap.bundle.min.js	C:/xampp/htdocs/templates/templates1/e-vote/themesbrand.com/agroxa/blue-2/assets/js/bootstrap.bundle.min.js	(from https://themesbrand.com/agroxa/blue-2/pages-title-2.html)
10:34:05	6329/6329	---M-Z	200	added ('OK')	application/javascript	etag:%2218b9-59b2765fcfb42-gzip%22	https://themesbrand.com/agroxa/blue-2/assets/js/waves.min.js	C:/xampp/htdocs/templates/templates1/e-vote/themesbrand.com/agroxa/blue-2/assets/js/waves.min.js	(from https://themesbrand.com/agroxa/blue-2/pages-title-2.html)
10:34:05	43247/43247	---M-Z	200	added ('OK')	application/javascript	etag:%22a8ef-59b276622c35a-gzip%22	https://themesbrand.com/agroxa/plugins/jquery-sparkline/jquery.sparkline.min.js	C:/xampp/htdocs/templates/templates1/e-vote/themesbrand.com/agroxa/plugins/jquery-sparkline/jquery.sparkline.min.js	(from https://themesbrand.com/agroxa/blue-2/pages-title-2.html)
10:34:05	3715/3715	---M-Z	200	added ('OK')	application/javascript	etag:%22e83-59b276623211a-gzip%22	https://themesbrand.com/agroxa/plugins/peity/jquery.peity.min.js	C:/xampp/htdocs/templates/templates1/e-vote/themesbrand.com/agroxa/plugins/peity/jquery.peity.min.js	(from https://themesbrand.com/agroxa/blue-2/pages-title-2.html)
10:34:05	13832/13832	---M-Z	200	added ('OK')	application/javascript	etag:%223608-59b2765fcfb42-gzip%22	https://themesbrand.com/agroxa/blue-2/assets/js/jquery.slimscroll.js	C:/xampp/htdocs/templates/templates1/e-vote/themesbrand.com/agroxa/blue-2/assets/js/jquery.slimscroll.js	(from https://themesbrand.com/agroxa/blue-2/pages-title-2.html)
10:34:05	35652/35652	---M-Z	200	added ('OK')	application/javascript	etag:%228b44-59b276623211a-gzip%22	https://themesbrand.com/agroxa/plugins/morris/morris.min.js	C:/xampp/htdocs/templates/templates1/e-vote/themesbrand.com/agroxa/plugins/morris/morris.min.js	(from https://themesbrand.com/agroxa/blue-2/pages-title-2.html)
